Address,Amount (DUST)
0xB388fA04F4e3B6d30465612AeF9B80f624D1A84a,21.07159025
0xf0720014A6Da3625ac491c9F8B16C0Fc79F32991,20.65842181
0x9754EFc9F7064DFbc8BDA61C3a64eF03fBc971ae,18.59257963
0xf28f95c82A74EED850eE7949D47F8B0D11BD3784,16.52673745
0x6e2F51cc5C00454B7B464bbD89FAbaafe6973A2B,19.83208494
0x16949A195Dd0459144c282065c1679Fd8cBf422f,14.4739652
0xb2693B621504594f9219d835ccC3ABb88e9bb918,45.12611514
0x838AA20cc5AF3E88F09CaafB23D559cFDA7fcAC2,12.38698971
0x7101A39C053954e3E7fD010fDF3F6Ef6bDBCBde0,14.40905847
0x223CF852A2320B7D451bBF5FF8E97Cc3Aa6fec9B,4.183957655
0xcdD6ea49314AcC324aeA8bE349938477C66964CB,6.438176886
0x8838C5FefdE75a79C15C41e0fB1BD11551dCA490,9.739421502
0x885ea391039e0FA3f6833a1F3B6d7433B5b69bb6,64.22285382
0x13dDA63C28bB95FE9822FEA43ad5fEaA966636a9,6.152421782
0xF14a31E1de24A909D68Ba05084F87436fe566666,2.284768167
0xA884A2F1A5Ec6C2e499644666a5E6Ef97B988888,2.685019772
0xf0Df8769feeFe41EA5A107e98E285B6F85120AAF,194.9166393
0xb0a9425D6c9A48271F6b68013fbA6297ab43ce1B,22.78569469
0x8f6F8F62FDcaF17b92d3E6FeD441814901096b06,43.10826238
0x46ca0311e86d1086D4E14D1bD61472b844CFaD75,116.7012013
0x0B0B1Ae2924d88a383c32DF545F5F4Afd75F78db,40.63202481
0xC649FCA6524014433aeeB926F26DddF984216322,2.835546054
0x4c55C41Bd839B3552fb2AbecaCFdF4a5D2879Cb9,23.39471239
0xFC332D328B8854d52C18023D00b984341DBA8968,17.87975984
0xA21D5B40678258f2aBA9b8411f193dD9053eE27f,4.507888631
0x09f02DA0a216e9284C28A1e6C04ae2315196eB3b,17.21882132
0x46ECF089877DD0d0d58e5EC3D1dCAbf7FD867815,3.581514835
0x1f8A7898d5237fF11Ea52D85Cc3b633E6Be9A939,41.19835045
0x732052B8D446acdb4e43282Ec39C1A385c811B02,3.775650754
0xbF24def75d022f0049463C4a7f5484b223678269,3.447655994
0x21431F1065663cE883F5157EdDB6F2fD9df66451,6.844290034
0xe0fda19799b5100192f2bA402CB9150aDfc42501,1.91563147
0x115B65464043E9d0aD7422F95D1398b593c0Efd3,4.767350885
0xc900E526093B5598cDa891460D7913eb1a90754D,2.445060693
0xd26D5FbbFc1201c1657E0602E6e051020bAb05e8,3.609250277
0xf46d2Fe041cc078775a4874BaaA543d7bDDec265,2.406166851
0x33256635B7d200Dc0a1dE51c9089D93C44A5A55a,39.83745051
0x492Af9a0B99FED66dce727bB96Ad133dB83CdAf6,16.6159365
0xb8efFE4Cd13B9b269abA6BE8920fD235A555bCa2,22.51661711
0xc94dc73a2677E012FB6260c680CE5344E3AEAaB8,18.80488212
0xe8E83Ddfc373BBBD22eDF5A80a30eC7DEd8f2b47,17.91066678
0xD589a999B7F71365939bC2a96249e2B9ea315685,194.4435161
0xdE7D61F2DC34F6cC3E012b11fb3Dbd537E73DF16,9.369281187
0x91a52FcfDb08A46DB9D96f79eAd5C2E0D4c1800D,10.72976817
0x30c008198F4046eEc4196E4581998e617b27C7fa,41.71967521
0x5a641C6fd5a473395355816EBC757b067CCaabE5,3.597708177
0xbf277A67Adc411B86553410b5Ae0Dc5DF1027F01,9.032120498
0x00445E6A6D53E17FF9a74114B5aFBCBFFb1bF1a7,3.237253727
0x952c23f8F067A5e7e165ff0E42491f51D87DBc95,7.141424848
0x1750F9f65bE225fA3c3914Dc77C13d739da8FBEE,53.02590659
0x7b4d4A5963a3f7834284Eb4886A257fc4daC0e98,15.80087312
0xF7a91D78D4d3F1779cdAB33E56B5942B27331FE1,19.98381619
0x402b483092fE8B5F1B98A6E9BBbAa16217463De5,3.456104367
0xf913b9A80755A456cFaE819304173265A607dc12,3.429236036
0xBC4bEde6fAE83d2aD830d7aD5AB86a6c78466Cf4,11.4402256
0x175631F8948F909bf82CDA52e731F522157c4f28,15.29629561
0x015fC0f9A30B6353B6eA191D7c4bA6c8AADE92D7,4.06822156
0xCB36bbBEB8Ea1900472BbD35032C3f0000cCDf2F,2.590654642
0x300e3e14c15A942078EAcca1c6e004461E20f07F,3.620513739
0x726Af899eD442c9F45a49430F44Bf47bfdCCfFCa,95.61213337
0xAb6a56dDB7D7060F1Ba3B2134f3AF9ad551E132e,22.03915814
0xC0cC94be138D4C8694C27BD0BDfa4441e4b790A5,8.368519112
0xBDf115e1d046d7349A661eaA251D48608E3f939e,36.53460294
0x43ABc4a98eae33EFd2347EA76AEE604B20f751B6,29.75854636
0x2F3E6687ebc118a67f0e516BedE5a287aE93d94b,1.869482833
0xbcf215F9e83C0dD405A772E23E1fB6DbFc449211,5.556121414
0xa974890156A3649A23a6C0f2ebd77D6F7A7333d4,12.84161223
0xd26a0a35321C6793E47eB602F1676C915caF111c,2.683067673
0xfC78d6a90c1F1Ad535D83DD828c959Ab3CF2dADf,6.795807221
0x4C0e3e5DE9F67bB03f43E84d54140B875E7BE732,797.869957
0xfaEf7f7152cd6c3629938229C9Ed0cc086Df01DF,5.783816944
0xfd6AFe0b7Da5D870c33490595040FD1a20868caA,19.38790781
0x248C1390fd365D0812e620361B7586A9C851Ac4e,11.09492779
0x1177723e3AFA3D169c1d59F51FCE3011298e8c24,6.921347786
0xbd153Dc8C659cf11604e3215a9E96b34bBa0b699,3.681862653
0x44C73f463BbC1F55DF42195eA74F0bb0EB722704,206.1497205
